blue_win,blueGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgLevel,redGold,redMinionsKilled,redJungleMinionsKilled,redAvgLevel,blueChampKills,blueHeraldKills,blueTowersDestroyed,redChampKills,redHeraldKills,redTowersDestroyed
1,26218,334,79,9.0,23322,293,93,8.8,13,1,0,8,2,0
0,23408,326,73,9.0,28542,364,83,9.6,8,2,1,14,0,0
1,27607,329,92,9.4,25802,381,68,9.0,12,1,0,10,1,2
1,26195,387,77,9.2,22024,328,82,8.8,11,2,0,5,1,1
0,25239,324,82,9.2,25251,355,91,9.2,11,1,1,6,2,0
1,27798,393,64,9.2,22053,290,82,8.4,14,1,0,6,1,2
1,26874,335,96,9.4,26981,397,89,9.4,10,3,1,8,0,1
1,26798,309,84,8.8,27486,342,76,9.2,10,3,0,13,0,1
0,26103,360,89,9.2,27055,368,64,9.2,5,2,1,11,1,1
1,27165,346,83,9.0,25009,328,87,8.6,14,0,1,8,3,0
0,28150,316,88,9.2,27335,374,85,9.4,14,2,0,11,1,1
0,28928,323,87,9.2,26035,327,88,9.0,15,1,0,11,2,1
1,28262,349,88,9.6,24999,306,87,9.2,13,2,0,10,0,1
0,22988,336,96,9.0,24806,340,109,9.6,4,0,0,8,2,0
0,25209,357,121,9.6,25661,382,76,9.8,5,2,0,10,1,1
1,28023,381,93,9.8,25155,352,80,9.2,11,3,1,7,0,1
1,24882,382,98,9.6,22861,341,95,9.4,6,1,1,4,0,0
1,27941,335,90,9.2,26052,320,102,9.4,13,1,1,9,1,1
1,31827,384,104,9.6,20757,265,85,8.0,14,3,0,4,0,4
0,30896,364,86,9.6,27270,294,82,9.2,16,0,0,17,0,2
0,24967,347,62,9.0,25567,347,105,9.0,10,1,1,10,1,0
1,25441,334,90,8.8,26092,334,83,9.2,9,2,0,13,1,1
0,25037,353,96,9.4,28546,356,103,9.6,8,0,1,14,2,0
1,27260,339,87,9.6,22695,308,80,8.8,12,2,0,6,1,1
1,29095,357,68,9.4,24476,308,63,9.0,18,1,0,12,0,1
1,26245,372,91,9.4,21828,357,73,8.8,6,2,0,3,1,1
1,26814,320,76,9.0,28139,322,83,9.2,13,2,1,16,1,0
0,22724,258,73,8.2,28241,327,78,9.2,9,0,1,14,3,0
1,29308,310,64,9.2,25775,363,87,9.4,18,1,1,8,1,1
0,24221,316,79,8.8,31559,341,114,9.8,6,0,4,18,3,1
1,29726,362,82,9.8,24628,325,85,9.0,18,2,1,5,1,1
1,30901,349,70,9.2,25522,280,66,8.4,19,2,0,13,1,2
1,32249,332,92,9.4,24564,321,119,8.8,23,3,1,7,0,2
1,24343,317,88,8.4,28784,352,102,9.6,9,2,1,14,1,0
1,28146,359,89,9.4,26773,328,82,9.0,15,3,0,12,0,1
1,28074,364,72,9.4,26927,352,84,9.4,18,2,1,10,0,0
1,27784,394,88,9.6,24441,381,85,9.4,11,2,0,7,0,2
1,27786,326,109,9.4,26266,343,76,9.2,15,2,0,10,0,0
0,22825,343,81,9.0,26674,378,102,9.4,5,0,1,9,2,0
0,23170,314,91,9.0,28122,353,68,9.6,7,3,1,16,0,0
1,30033,331,112,9.2,26239,293,76,8.8,14,1,1,13,2,3
1,24999,314,77,9.2,24660,311,72,9.0,10,1,0,13,1,0
1,29550,406,100,9.6,22941,370,78,9.0,12,3,0,4,0,2
1,25518,418,83,9.8,23716,381,100,9.2,8,0,0,5,3,0
1,27194,387,84,9.8,22686,296,88,8.8,11,2,0,7,1,1
1,28516,405,76,9.8,21615,375,74,8.6,12,2,0,1,1,1
0,24856,339,70,8.6,28748,337,90,9.4,9,1,2,13,2,0
1,30450,344,101,9.6,24155,328,86,9.0,16,1,0,7,1,1
1,27728,362,90,9.4,22754,335,82,9.0,15,1,0,5,0,1
0,22615,326,87,8.8,32023,396,95,10.2,5,0,4,21,2,0
0,23256,359,79,9.2,25134,379,90,9.2,5,0,1,6,2,0
0,28959,340,96,9.2,31147,315,88,9.6,14,2,0,20,1,1
0,27397,271,88,9.4,28562,279,79,9.2,17,2,0,21,1,0
1,32295,367,76,10.0,22766,298,69,8.6,24,3,0,8,0,2
1,28903,391,72,9.8,24371,314,73,8.8,15,1,1,8,2,2
1,24229,348,88,9.0,25355,330,89,9.2,6,1,0,11,1,1
1,25588,353,95,8.8,24588,305,76,9.2,6,3,0,10,0,1
1,25068,359,102,9.6,24278,326,115,9.0,10,1,0,7,2,0
1,28032,347,61,9.2,24143,328,86,8.6,14,2,1,7,1,2
1,25263,374,77,9.4,27642,359,116,9.6,8,1,1,9,1,0
1,29197,329,92,9.8,24531,343,94,9.0,18,3,0,7,0,1
0,25264,324,84,9.2,31457,374,123,9.6,10,0,2,13,2,0
1,29397,388,88,9.6,25575,392,98,9.6,10,3,0,7,0,3
0,25574,286,108,9.0,30880,342,104,9.8,10,0,1,21,3,0
1,24301,337,98,9.4,23607,368,116,9.6,6,0,0,4,1,0
1,30745,356,119,9.8,23201,311,22,7.8,16,3,0,10,0,3
0,23598,326,99,8.6,27473,392,96,9.0,7,1,1,10,2,0
1,23540,381,75,9.0,25362,391,100,10.0,7,1,0,7,1,0
1,28531,342,79,9.2,28413,354,88,9.4,13,2,0,17,1,1
1,31676,298,130,9.8,22550,302,75,8.2,21,3,1,4,0,3
0,24782,331,71,9.2,27263,350,85,9.8,10,1,0,13,2,0
1,27589,333,96,9.2,26007,369,92,9.0,12,3,0,9,0,1
1,37391,387,87,10.0,23275,340,54,8.6,27,2,0,9,0,4
0,25815,304,86,9.0,27906,320,53,9.4,13,2,1,18,1,0
0,21838,368,65,8.8,27660,382,89,9.2,3,0,1,11,3,0
0,24192,320,89,8.6,26348,291,73,9.2,5,2,0,13,1,1
1,28841,375,99,9.0,24454,309,76,8.6,11,2,0,8,0,2
0,26204,301,70,8.6,33548,306,113,10.0,14,0,2,24,3,0
1,26974,360,81,9.4,27245,359,96,9.2,10,3,1,11,0,1
1,26668,405,67,9.8,24917,333,80,9.0,10,0,0,9,2,0
0,29635,348,84,9.4,31027,329,75,9.4,16,1,3,19,2,1
1,25884,374,100,9.8,22845,324,59,9.0,10,2,0,7,0,0
0,24466,336,99,9.0,24756,381,84,9.2,7,2,1,7,0,0
0,23420,359,67,8.8,26633,370,90,9.0,6,0,1,11,3,0
1,25753,338,72,9.2,24790,316,80,9.4,12,3,0,12,0,2
0,25239,367,71,9.2,26310,372,104,9.4,9,1,0,12,1,0
1,24659,350,111,9.2,25688,327,80,9.2,7,0,0,12,1,0
0,26861,327,68,9.2,31014,386,107,10.0,10,1,2,17,2,1
0,27883,326,93,9.2,27896,352,99,9.6,14,2,0,13,1,1
1,26764,350,75,9.4,28620,380,98,9.8,11,2,1,12,1,1
1,29527,395,100,9.8,22887,342,58,8.8,12,2,0,5,1,2
1,32822,362,68,9.6,24129,314,74,8.8,19,2,0,9,1,4
0,25530,314,76,9.2,30670,353,80,9.2,11,1,2,15,2,0
1,29909,324,80,9.4,29837,328,61,9.4,23,1,0,18,1,0
1,26994,358,94,9.4,25730,322,87,9.2,11,1,0,11,1,1
1,30263,343,78,9.0,25469,268,72,8.4,19,2,1,9,1,1
0,27954,371,81,8.8,25272,290,119,9.2,11,4,0,8,0,2
0,25935,356,102,9.2,30238,360,74,9.4,11,1,2,16,2,0
1,26473,332,86,9.2,24535,344,98,9.6,9,1,0,6,1,1
0,24538,388,93,9.4,24365,355,91,9.0,5,1,0,7,1,0
0,24238,285,59,8.8,31114,312,124,9.6,12,0,2,18,3,0
0,23346,312,61,8.6,27881,329,79,9.2,10,0,2,14,2,0
0,29865,344,78,9.2,24659,328,75,9.0,15,1,1,9,2,1
0,24735,313,56,9.0,30272,352,104,9.6,10,0,2,16,2,0
0,24593,317,87,8.6,33417,347,73,9.6,8,2,2,22,2,1
0,27988,311,86,9.2,25560,333,80,9.2,12,2,0,11,1,2
1,25431,348,85,9.4,26282,354,69,9.6,12,2,0,12,0,0
1,30156,353,88,9.2,24835,270,92,8.6,16,2,0,8,1,3
1,28494,370,111,9.4,25274,354,96,9.2,9,3,1,5,0,2
0,24854,329,72,8.6,29220,365,105,9.8,8,2,2,15,1,0
1,28816,333,92,9.2,25087,288,67,8.0,14,2,0,11,1,1
0,25891,396,70,9.4,24738,340,129,9.2,10,2,1,4,0,0
1,29057,341,105,9.6,22603,353,84,8.8,14,0,0,4,3,1
0,26788,347,93,9.8,28910,381,94,9.6,12,1,1,13,1,0
1,27802,272,63,8.8,28006,299,63,8.6,16,2,2,14,0,2
1,27247,345,115,9.6,26226,390,80,9.8,11,0,1,10,3,0
0,29390,376,100,9.6,26111,352,76,9.0,14,3,0,12,0,1
0,25035,351,91,8.8,30095,361,82,9.4,7,1,2,16,2,1
1,28430,395,75,9.6,24202,386,88,9.2,12,3,0,5,0,2
0,21596,310,98,8.8,30844,419,67,9.8,4,2,2,17,1,0
0,28488,303,79,9.2,27993,316,84,9.2,17,1,1,14,1,1
0,23515,249,62,8.8,29020,381,76,9.4,11,0,2,17,1,0
1,33369,387,94,9.6,21831,248,54,8.4,23,2,0,9,1,1
1,29128,328,68,9.2,25929,309,65,9.0,18,2,0,12,1,1
0,27561,279,100,9.8,27672,337,84,9.2,18,0,2,12,3,0
1,31224,280,78,8.8,25966,328,65,8.4,22,2,0,12,0,2
0,22050,341,84,8.6,27591,397,88,9.8,3,0,1,13,1,0
1,29051,277,100,9.4,28990,341,86,9.0,19,3,1,15,0,0
0,27202,346,78,9.0,29815,390,95,9.8,10,0,2,14,2,1
0,23662,273,92,8.6,25560,326,72,9.2,7,0,0,11,3,1
0,25480,346,108,9.0,25778,352,86,9.6,7,2,0,12,1,1
0,25772,345,72,9.4,28250,331,84,9.2,12,2,2,14,1,1
1,27259,344,80,9.0,23934,350,73,9.0,12,1,0,6,2,1
0,27583,365,87,9.4,26220,323,87,8.8,14,1,1,10,2,1
0,23793,327,79,8.8,28049,366,92,9.2,8,0,2,10,3,0
1,33620,361,119,9.8,17949,244,56,7.6,18,3,0,1,0,7
0,26377,362,68,9.0,29099,387,107,9.4,9,1,1,14,2,2
0,26194,365,79,9.0,29062,320,104,9.4,10,0,2,14,3,0
1,30713,315,109,10.0,25866,343,88,9.2,23,2,0,12,1,1
1,31261,382,80,10.0,26031,375,87,9.0,17,1,1,10,1,1
1,27367,389,107,9.4,22998,375,72,9.0,8,1,0,5,0,2
1,26596,390,67,9.6,23604,339,123,9.2,11,1,0,6,2,0
0,25237,316,106,9.8,25625,335,92,9.2,11,1,2,7,2,0
0,25114,312,87,9.2,27414,347,92,9.2,10,0,1,10,3,0
1,27150,325,79,9.6,24203,329,100,8.8,14,1,0,9,2,1
1,28426,381,90,9.4,24706,349,92,9.4,15,2,0,8,1,1
1,28933,347,63,9.0,24610,339,81,9.0,14,2,0,9,0,2
0,22660,368,76,9.0,24167,347,78,9.2,4,1,0,7,3,0
0,27173,283,79,9.0,32364,352,111,10.2,13,1,2,25,2,1
1,29259,365,77,9.6,23459,328,73,9.0,15,2,0,9,0,2
1,27650,357,108,9.6,25549,348,68,9.0,13,3,1,10,0,0
1,24918,414,91,9.6,22974,383,86,9.2,7,1,0,4,2,0
1,27798,321,97,9.6,29056,355,64,9.2,16,1,1,14,2,0
1,23820,295,47,8.8,27669,311,76,9.0,10,0,1,15,2,0
1,27065,342,80,9.4,24921,351,82,8.8,16,2,1,4,1,1
0,24951,384,55,8.8,27886,327,89,8.8,6,0,1,16,3,1
0,27729,338,93,9.2,24602,336,84,9.2,10,1,0,9,1,2
0,22808,303,61,8.0,31202,329,92,9.6,9,1,2,19,2,0
1,27185,344,88,9.4,26978,354,92,9.4,14,1,2,10,2,0
0,22602,343,98,9.4,26889,386,98,9.8,4,2,1,8,1,0
1,27547,338,63,9.2,27538,356,87,9.4,13,2,1,12,1,1
0,25679,325,94,9.0,28159,374,75,9.0,9,0,1,13,2,1
0,23068,304,93,9.2,25626,358,88,9.4,6,1,0,8,2,1
0,23002,281,84,8.6,33107,374,76,9.8,6,1,1,26,2,0
1,29437,345,85,9.6,25032,337,75,9.2,17,2,1,9,1,1
0,24832,336,71,9.0,28935,388,69,9.8,9,3,1,16,0,0
0,21469,281,81,8.8,34010,332,96,9.6,5,0,4,23,3,0
1,27840,345,104,9.4,23680,341,80,8.8,11,2,0,6,1,2
1,28477,325,84,9.4,28353,357,68,9.4,14,2,3,11,0,2
0,25836,318,76,9.2,30488,380,75,9.2,11,1,2,17,2,0
1,32188,392,78,9.8,19986,275,69,8.2,21,3,0,4,0,3
1,27201,329,85,9.4,23542,375,96,9.2,11,3,0,4,0,2
1,22996,331,64,9.0,27291,373,107,9.4,9,2,1,9,0,0
1,32590,381,71,9.8,25051,319,76,9.2,20,1,0,12,0,2
0,22630,300,88,8.4,27531,365,99,9.4,2,1,1,12,2,1
1,28194,348,95,9.2,27622,346,94,9.0,11,1,1,13,2,2
0,24333,324,65,8.6,29239,348,97,9.6,11,2,2,15,1,0
0,26425,337,85,8.8,26813,325,98,9.0,10,1,2,11,1,1
0,26781,325,66,8.6,32495,340,97,9.2,12,0,3,20,3,1
0,24910,339,97,9.0,28893,366,92,9.4,9,0,1,14,3,0
0,24201,272,69,8.6,33184,305,80,9.4,10,0,3,23,2,0
0,24184,311,76,8.8,28123,340,108,9.4,10,0,3,10,3,0
0,23857,320,52,8.4,25226,285,98,9.0,10,0,0,12,1,0
0,27375,312,79,8.8,33260,287,79,9.6,13,1,2,29,2,1
0,23060,345,90,8.6,25198,360,79,9.2,3,2,0,7,1,1
1,26110,376,85,9.6,24051,368,75,8.6,11,3,1,6,0,1
0,25976,352,75,9.2,34167,349,64,9.8,12,0,3,25,2,0
1,31574,348,64,9.0,20354,189,64,7.4,19,2,0,7,1,8
0,22642,325,58,8.8,30811,398,91,9.6,8,0,3,14,2,0
1,27413,362,84,9.4,25407,356,86,9.0,10,1,1,7,1,2
0,23386,329,83,9.2,25142,391,72,9.0,8,1,0,7,2,0
1,31690,290,128,9.6,21733,334,68,8.2,18,3,0,4,0,4
1,25431,345,87,9.2,23474,372,76,9.2,9,1,0,5,1,0
1,23640,311,68,8.8,26362,337,88,9.2,8,1,1,8,2,0
1,24305,347,97,9.0,23710,354,83,9.0,7,0,0,7,2,1
0,22812,352,99,9.0,26621,382,101,10.0,5,2,1,8,0,0
1,26231,368,92,9.6,22906,372,96,9.0,9,1,0,3,0,0
0,29919,328,67,9.6,27584,295,72,9.4,16,1,1,16,2,1
1,27583,329,81,9.4,24988,311,57,8.8,17,1,0,11,2,0
1,33129,320,67,9.4,21114,271,55,8.0,23,1,0,6,0,4
0,24755,322,88,8.8,29796,357,92,9.2,10,1,3,12,2,0
1,27104,320,102,9.2,27322,357,78,9.4,15,2,0,16,0,0
1,27770,327,76,9.2,28776,312,89,9.2,14,2,0,16,1,1
0,26142,371,83,9.0,26950,376,98,9.2,6,1,0,12,0,2
0,24078,333,87,8.8,28116,350,85,9.4,10,2,1,15,1,0
1,27581,346,75,9.6,26414,320,80,9.0,14,1,1,8,2,1
0,25556,379,101,9.4,27842,382,107,9.8,7,0,0,10,3,0
0,26276,343,70,9.0,27135,370,74,9.2,11,2,1,10,1,1
0,23235,333,78,8.6,27035,346,96,9.6,7,2,0,13,1,0
0,25139,355,72,9.0,28103,361,83,9.4,8,1,1,13,1,0
1,24317,350,56,8.6,24243,307,76,8.6,9,1,1,8,1,0
0,24095,285,68,8.6,32751,317,85,9.4,11,1,3,21,2,0
0,24436,363,92,9.2,27328,380,95,9.2,8,2,1,11,1,0
1,27783,376,86,9.8,24984,393,61,9.2,14,1,0,9,1,0
1,26193,307,82,8.6,30229,339,84,9.4,12,0,2,19,3,0
0,29701,336,78,9.2,28889,308,56,9.2,15,2,1,19,1,2
0,26862,339,106,9.8,25582,357,66,8.6,9,1,1,10,2,1
0,22722,345,70,9.0,28365,375,112,9.6,6,1,2,11,2,0
1,24259,327,90,8.8,24311,367,80,9.0,8,0,0,8,1,1
0,25415,359,85,9.0,25619,362,102,9.4,5,1,1,7,1,1
1,30019,368,76,10.0,24005,320,82,9.0,15,3,0,8,0,3
1,26552,312,112,9.4,24006,341,72,9.2,10,1,1,7,1,1
1,29916,345,90,9.4,27693,265,55,8.8,19,2,1,15,0,0
0,24273,356,100,9.2,26116,342,75,9.2,6,0,1,10,3,0
1,26294,353,90,9.2,22432,348,93,9.4,11,2,0,4,1,1
1,27727,332,106,9.4,25925,333,72,9.0,13,3,0,11,0,2
1,29770,348,91,9.4,23927,359,94,9.0,11,2,0,6,1,3
0,26581,298,80,9.0,29985,323,58,9.4,11,1,1,19,2,1
0,25900,317,85,8.8,30499,379,80,9.2,11,1,1,18,2,0
1,31448,314,89,9.0,26516,272,63,8.8,21,1,0,15,1,2
0,23302,296,83,9.0,29628,353,68,9.6,8,0,1,19,3,0
0,25011,303,56,8.8,24891,298,95,9.0,11,0,1,9,2,0
0,22264,343,73,8.6,27397,322,107,9.0,5,0,2,11,3,0
0,25847,363,59,9.2,29375,389,91,9.6,12,1,1,15,2,0
0,27329,343,72,9.2,28703,356,84,9.4,13,2,0,15,1,1
0,26281,349,70,9.4,29281,369,76,9.2,13,1,2,14,2,0
0,25765,389,108,9.4,25223,436,100,9.6,7,2,0,6,1,1
0,20707,350,67,8.2,31928,387,97,9.6,1,0,3,18,3,0
1,24326,361,96,9.4,24441,361,104,9.0,8,1,0,5,2,0
1,25255,367,86,9.6,24755,385,113,9.6,8,1,0,5,1,0
0,23125,337,93,8.8,26196,370,97,9.4,4,1,1,7,2,0
1,27255,362,91,9.4,24498,336,91,9.4,11,2,0,9,1,1
0,29013,332,85,9.4,27456,326,72,9.6,15,2,1,14,1,2
0,30688,356,106,9.6,26321,309,88,9.0,14,0,1,10,3,1
1,29729,329,80,9.0,19657,270,65,7.4,16,3,0,3,0,6
1,28163,345,97,9.4,27994,315,62,9.0,13,2,1,17,1,0
1,29608,415,79,9.8,23021,294,87,8.8,17,2,0,5,0,1
0,24180,263,62,8.4,32813,375,92,10.0,11,1,2,23,2,0
0,27145,315,80,9.2,25860,325,68,9.2,12,1,0,14,3,1
1,24869,339,88,9.6,25479,392,83,9.2,11,3,0,9,0,0
0,24271,333,93,9.0,29380,379,80,9.8,6,1,1,16,1,0
0,24974,397,93,9.0,25040,361,100,9.6,4,1,1,8,2,1
1,29091,368,62,9.2,26322,347,104,9.4,15,1,1,6,1,3
1,28666,339,63,9.6,25668,322,87,9.6,17,2,0,13,1,1
0,24737,333,81,8.8,28075,334,77,9.4,11,1,0,17,0,0
0,26623,312,61,9.0,28169,307,85,9.0,12,0,2,10,2,1
0,29498,269,44,8.2,27825,254,66,8.4,22,0,0,16,3,0
1,24707,335,74,8.6,26749,340,74,9.2,12,1,1,11,2,0
0,25914,328,87,9.6,28637,346,65,9.2,12,0,1,16,2,0
1,28552,354,107,9.6,26164,297,83,9.0,13,3,0,14,0,2
1,27815,345,73,9.2,22083,322,83,8.6,14,1,0,5,1,2
0,25940,323,97,8.8,25850,407,82,9.0,9,3,0,8,0,1
1,26839,333,112,9.4,21719,284,52,8.0,12,1,0,6,1,1
0,20323,342,75,8.4,26834,390,90,9.0,1,0,1,9,1,0
1,27954,338,56,9.2,24957,316,81,8.6,16,3,0,8,0,1
1,26535,348,57,9.0,24491,286,88,9.0,13,1,0,11,1,1
1,29669,348,74,9.2,29154,328,65,9.0,15,1,2,14,1,2
0,23275,329,82,9.0,27682,384,72,9.4,6,0,2,11,3,0
1,29807,380,92,9.4,22242,324,89,8.8,12,2,0,4,1,3
1,29332,337,79,9.6,23146,291,61,8.8,15,0,0,9,1,2
1,28753,365,99,9.6,24221,339,79,9.0,14,2,0,9,1,2
1,29319,383,68,9.6,24818,312,74,9.0,16,0,0,9,1,1
1,27186,327,98,9.8,24797,321,89,9.4,16,0,0,12,2,0
0,23302,309,87,8.8,31767,368,80,10.2,7,0,3,19,2,0
0,22313,313,28,8.6,28967,382,87,9.6,7,0,1,14,2,0
0,25296,351,85,9.0,29202,366,108,9.6,8,1,1,17,2,1
0,23089,313,61,8.4,30728,375,110,9.4,9,0,2,17,2,0
1,25902,341,81,9.2,26458,329,86,9.2,13,3,0,12,0,1
0,19171,258,65,8.0,32743,411,110,9.8,3,1,5,13,1,0
0,26585,325,99,9.2,27671,327,84,9.4,12,1,2,11,2,0
1,26994,329,74,9.2,27503,339,88,9.2,13,2,2,10,1,0
1,25701,380,79,9.4,23355,358,68,9.0,11,1,0,4,0,0
1,25770,359,72,8.8,28144,359,64,9.2,10,3,1,13,0,1
1,25384,315,83,8.6,28729,330,107,9.2,7,1,1,17,2,1
1,28162,339,59,9.4,27268,346,88,9.0,15,2,0,11,1,1
0,25238,332,72,8.8,30443,375,109,9.8,9,1,3,14,2,0
0,26555,367,76,9.2,27087,297,82,9.2,11,0,1,15,2,0
1,23754,383,67,8.8,26644,377,77,9.4,6,2,1,12,1,0
0,24868,308,89,8.8,24540,294,81,8.8,12,2,0,12,1,0
1,27087,354,83,9.4,24493,327,71,9.0,11,3,0,8,0,1
1,28614,371,98,9.4,21507,308,61,8.2,15,1,0,6,0,1
1,27419,377,81,9.4,24837,346,104,9.0,9,2,0,7,1,2
1,34617,377,63,9.6,23742,301,67,8.6,25,2,0,10,0,3
0,21803,270,77,8.4,28825,352,73,9.2,6,1,1,18,1,0
0,24368,349,77,9.0,28578,361,107,9.8,6,0,1,13,3,0
0,29130,311,68,9.2,26478,297,55,8.6,20,1,0,17,1,0
1,25436,403,80,9.4,24058,370,95,9.4,7,1,0,6,2,0
1,29541,381,51,9.0,25073,338,49,9.0,15,0,0,12,1,1
0,24393,310,112,9.4,28048,352,96,9.2,8,0,1,12,3,1
0,23302,238,98,8.4,32141,355,93,9.2,10,0,4,17,1,0
1,28065,307,104,9.4,23930,302,79,8.8,15,2,1,6,1,2
1,28775,363,101,9.4,27652,344,78,9.2,11,1,2,11,1,2
1,24081,291,84,9.2,27192,305,87,9.0,11,0,2,12,3,0
0,26248,388,61,9.4,29809,345,107,9.6,9,1,2,14,3,0
0,21470,303,72,8.0,31691,307,92,9.2,4,2,4,19,1,0
0,24413,350,84,9.2,29006,350,91,9.2,7,1,2,17,2,0
1,25981,369,100,9.0,25802,354,80,9.2,9,0,0,12,2,0
0,23344,308,79,8.8,32895,385,87,10.0,7,1,3,20,2,0
0,27597,336,89,9.2,30032,343,94,9.4,11,1,1,16,2,1
0,27067,401,76,9.4,27267,372,100,9.2,8,1,1,8,1,1
1,33568,367,99,9.8,26002,320,76,9.4,21,3,0,11,0,3
1,26967,338,84,9.0,28038,398,91,9.0,12,2,1,9,1,1
0,24714,321,88,9.0,29863,360,87,9.4,11,2,2,14,1,0
1,28791,402,78,9.4,26689,312,76,8.8,12,2,1,11,1,2
1,25964,311,77,9.2,24551,298,78,8.6,16,1,0,10,2,0
1,27635,319,86,9.2,29832,356,109,9.6,14,0,2,13,3,1
1,29703,334,102,9.2,28008,272,77,9.6,16,3,0,18,0,2
0,25087,312,77,8.6,28084,358,85,9.0,11,0,0,15,2,0
1,25018,337,73,8.8,22324,345,89,9.0,8,1,0,4,2,1
0,23785,276,64,9.2,31890,348,117,9.8,9,1,1,19,2,0
0,21211,297,60,8.4,29532,387,76,9.4,4,0,1,16,2,0
0,26377,365,68,9.2,26235,308,87,9.2,13,0,1,14,3,1
1,29403,374,87,9.6,27046,369,76,9.4,13,1,0,12,2,2
1,31042,380,113,9.6,25861,317,86,9.2,16,2,0,10,1,2
0,25241,319,72,9.0,31007,357,85,9.6,10,0,2,19,1,0
0,27016,298,90,9.0,24336,318,92,8.8,11,1,0,9,2,1
0,22469,304,98,9.0,31097,413,96,10.0,5,0,2,17,3,0
0,22095,318,60,8.6,31410,379,104,9.8,6,0,2,19,3,0
0,26801,370,98,9.2,26295,379,95,9.4,9,1,0,9,2,1
0,27610,286,86,9.2,27814,317,85,9.4,14,1,0,16,2,1
1,27617,367,88,10.0,23483,365,82,8.8,13,2,0,6,0,2
1,27917,392,113,9.6,27553,348,90,9.0,11,0,1,13,3,0
1,24410,363,71,9.0,21252,332,90,8.8,6,0,0,3,2,1
1,26926,313,90,9.4,22205,327,81,8.8,14,2,0,6,1,0
1,25039,339,74,9.0,24799,345,76,9.2,10,3,0,9,0,1
1,29362,351,82,9.6,21090,318,77,8.8,14,2,0,4,1,2
0,28189,362,86,9.6,24817,315,85,9.2,13,1,0,11,1,1
1,30125,360,94,9.6,22342,289,82,8.6,19,3,0,6,0,1
0,23188,308,112,9.0,30614,378,112,10.0,5,0,2,17,3,0
0,20914,261,103,8.2,31915,353,78,9.2,7,0,7,16,2,0
0,26191,336,84,9.0,29958,334,88,9.0,9,0,1,15,3,0
1,32723,390,96,10.0,23520,301,89,9.2,17,3,0,8,0,5
0,24174,363,91,9.4,26416,388,100,9.6,7,1,1,7,2,0
1,29625,331,84,9.4,25608,290,58,8.4,20,2,1,11,1,1
1,26643,364,94,9.4,26027,341,90,9.4,10,1,2,7,2,1
1,27278,387,71,9.6,24472,298,109,9.2,12,0,0,9,3,1
1,27887,332,85,9.0,29215,325,96,9.2,14,1,2,15,2,1
0,24583,369,89,9.4,26301,330,90,9.2,8,1,1,11,2,0
0,25254,341,117,9.2,27668,344,72,9.4,7,0,1,14,3,0
0,24518,322,88,8.6,26573,341,97,9.2,8,1,1,13,2,1
0,26228,247,61,8.4,31926,265,92,8.6,16,0,1,25,3,0
1,29157,342,102,9.8,23579,325,85,8.8,18,1,0,8,1,0
0,22795,325,91,9.2,27530,367,103,9.4,5,0,2,9,3,0
1,29594,345,94,9.8,22745,305,65,8.4,18,2,1,5,1,2
1,28187,308,58,8.8,22589,317,82,8.8,17,2,0,5,0,1
1,30941,368,80,9.6,28621,355,96,9.4,16,0,1,12,2,2
0,25506,310,95,9.2,32228,373,102,9.6,10,0,3,19,3,0
0,26358,314,77,9.0,28099,385,80,9.4,12,0,1,13,2,0
1,25922,373,91,9.2,23567,342,85,9.2,7,1,0,6,1,1
0,23826,316,75,9.0,28599,366,99,9.2,8,1,3,10,2,0
0,26986,373,86,9.6,27090,367,93,9.6,7,1,1,10,2,2
0,25228,306,91,8.8,28647,333,81,9.0,9,1,1,14,1,0
1,26984,367,97,9.6,25935,326,93,9.8,14,2,0,12,0,0
0,29603,354,71,9.6,26319,281,63,9.0,20,1,1,15,1,1
0,24839,357,98,8.8,24280,357,88,9.2,5,1,1,8,2,1
0,26264,392,70,9.4,25649,322,108,9.4,12,0,0,11,3,0
1,25525,295,80,9.6,25788,369,76,9.2,13,1,0,11,1,0
1,25529,363,82,9.2,23625,324,95,9.2,9,1,0,7,2,1
1,30497,380,100,9.8,23833,286,74,9.0,19,3,0,7,0,1
0,22895,316,62,8.4,26236,274,83,9.2,8,1,1,14,2,0
0,24116,350,75,9.0,27114,370,91,9.4,7,0,0,12,1,0
1,32352,332,103,9.6,24542,318,55,8.4,20,3,1,10,0,2
1,24892,367,63,9.6,26151,376,107,9.4,7,3,1,5,0,1
1,25466,360,96,9.4,22663,375,92,8.6,10,1,0,2,1,0
0,27239,376,122,9.4,21127,337,72,8.6,9,1,0,3,1,1
1,27868,349,107,9.6,25809,364,78,9.2,12,2,1,7,0,1
0,22848,289,67,8.8,27428,355,107,9.4,9,0,1,11,2,0
1,28714,383,72,9.6,28926,362,100,9.4,14,0,1,14,3,0
1,30331,335,86,9.2,27015,342,89,9.2,19,2,0,12,0,1
0,23645,372,62,8.8,29375,335,107,9.6,7,1,1,14,1,0
1,27403,389,90,9.4,27325,357,115,9.4,9,2,0,9,1,2
0,25803,325,104,9.4,27749,369,84,9.8,10,1,0,14,0,1
1,32179,310,104,9.4,25643,339,55,8.6,20,3,0,12,0,3
1,31015,378,74,9.6,24828,340,94,9.2,16,2,0,11,1,2
0,23815,290,74,8.6,35642,328,95,10.0,9,1,4,28,2,0
